location,datetime,tempmax,tempmin,humidity,windspeed,winddir,cloudcover,rainfall,10_Cumulative Rainfall,Flood_Severity
Kolhapur District Maharashtra,23-10-2016,31.1,14.9,73.7,12.2,48.1,25,0,2.2,0
Kolhapur District Maharashtra,24-10-2016,29.9,16.1,80.5,9,324.4,43.5,0,0,0
Kolhapur District Maharashtra,25-10-2016,30.7,16.1,79,11.5,357,54.6,0,0,0
Kolhapur District Maharashtra,26-10-2016,30.7,15.9,73.4,19.4,44.7,42.4,0,0,0
Kolhapur District Maharashtra,27-10-2016,31.1,15.2,67.6,22.3,57.3,63.8,0,0,0
Kolhapur District Maharashtra,28-10-2016,30.9,14.4,66.7,17.6,41.7,39.3,0,0,0
Kolhapur District Maharashtra,29-10-2016,30.4,13.8,65,14,39.2,3.6,0,0,0
Kolhapur District Maharashtra,30-10-2016,31.2,13.3,72.7,18,50.7,6.6,0,0,0
Kolhapur District Maharashtra,31-10-2016,31.4,19.3,78.5,20.9,69.6,38.2,0,0,0
Kolhapur District Maharashtra,01-06-2017,31.9,24.5,86.3,17.3,227.4,88.4,5.9,0,0
Kolhapur District Maharashtra,02-06-2017,33.2,22.4,76.9,23.4,199.9,76.5,1.1,5.9,0
Kolhapur District Maharashtra,03-06-2017,32.9,22.5,76.2,27,216.7,60.8,0.1,7,0
Kolhapur District Maharashtra,04-06-2017,32,21.9,75.3,22.3,239.8,77.6,0.1,1.2,0
Kolhapur District Maharashtra,05-06-2017,33.1,22.5,77.1,25.6,247.3,75.9,0.2,7.2,0
Kolhapur District Maharashtra,06-06-2017,32.4,22.7,78.9,24.8,260.7,72.7,0.1,7.4,0
Kolhapur District Maharashtra,07-06-2017,30.8,22.1,78.7,29.5,255.8,73.1,0.7,7.5,0
Kolhapur District Maharashtra,08-06-2017,29.1,21.6,84.1,27,267.5,77.5,0.6,8.2,0
Kolhapur District Maharashtra,09-06-2017,28.7,21.1,86.2,30.6,274.5,88,0.9,8.8,0
Kolhapur District Maharashtra,10-06-2017,26.8,21,85.6,28.8,265.1,87.7,3.7,9.7,0
Kolhapur District Maharashtra,11-06-2017,28.9,20.8,88.6,38.2,251.4,91,8.4,13.4,0
Kolhapur District Maharashtra,12-06-2017,29.4,22.4,86.7,27.7,259.6,85.5,4.8,15.9,0
Kolhapur District Maharashtra,13-06-2017,28.4,20.9,87.2,24.1,265.4,77,9.9,19.6,0
Kolhapur District Maharashtra,14-06-2017,31.9,22.1,87.2,20.9,243.6,90.1,1,29.4,0
Kolhapur District Maharashtra,15-06-2017,28.7,22.1,87.3,23,253.4,91.4,2.1,30.3,0
Kolhapur District Maharashtra,16-06-2017,26.7,21.3,89.9,27.7,241.4,86.6,6.8,32.2,0
Kolhapur District Maharashtra,17-06-2017,30.2,22.1,85.7,28.4,251.9,69.6,4.8,38.9,0
Kolhapur District Maharashtra,18-06-2017,30.9,21.3,83.9,22.3,257.1,53.2,1.1,43,0
Kolhapur District Maharashtra,19-06-2017,28.4,20.9,86.2,23,259.8,71.3,0.8,43.5,0
Kolhapur District Maharashtra,20-06-2017,28.9,22.5,86.7,27.7,249.5,68.6,2.4,43.4,0
Kolhapur District Maharashtra,21-06-2017,31.2,21.8,84.8,27.7,248.9,55.7,4.8,42.1,0
Kolhapur District Maharashtra,22-06-2017,29.1,21.8,85,29.5,255.5,68.2,2.5,38.5,0
Kolhapur District Maharashtra,23-06-2017,28.5,22.3,86.9,31.7,260.7,73.7,1.9,36.2,0
Kolhapur District Maharashtra,24-06-2017,28.5,23.1,88.1,35.6,257.9,72.8,7.4,28.2,0
Kolhapur District Maharashtra,25-06-2017,27.9,23.2,89.8,34.2,244.2,81.8,17.6,34.6,0
Kolhapur District Maharashtra,26-06-2017,27.1,22.6,89.3,38.9,248,83.3,20.8,50.1,0
Kolhapur District Maharashtra,27-06-2017,27.7,23,88.2,37.8,242.4,85.4,22.8,64.1,0
Kolhapur District Maharashtra,28-06-2017,27,22.9,88.6,40,237.7,68.6,18.5,82.1,0
Kolhapur District Maharashtra,29-06-2017,26.9,22.9,88.8,38.5,242.3,80.4,22,99.5,0
Kolhapur District Maharashtra,30-06-2017,27.2,22.8,89.1,38.2,254.6,87.8,22.6,120.7,1
Kolhapur District Maharashtra,01-07-2017,27.7,22.5,89,40,257,69.1,27.4,140.9,1
Kolhapur District Maharashtra,02-07-2017,27.7,22.7,89,32.8,254.9,65.1,18,163.5,1
Kolhapur District Maharashtra,03-07-2017,27.3,23,90.5,30.6,253.6,82.2,11.2,179,1
Kolhapur District Maharashtra,04-07-2017,27.4,22.7,89.1,37.8,247.4,86.2,16.7,188.3,1
Kolhapur District Maharashtra,05-07-2017,28.2,22.2,89.2,33.8,262.8,91.4,11.3,197.6,1
Kolhapur District Maharashtra,06-07-2017,29.1,22.2,86.7,31.3,263.4,77.1,7.7,191.3,1
Kolhapur District Maharashtra,07-07-2017,27.7,21.6,87.1,26.6,265.9,68,2.9,178.2,1
Kolhapur District Maharashtra,08-07-2017,29.9,21.4,86.4,23.4,272.4,77.8,1.1,158.3,1
Kolhapur District Maharashtra,09-07-2017,28.7,21.7,87.7,21.2,266,63.5,0.8,140.9,1
Kolhapur District Maharashtra,10-07-2017,27.7,21,89,21.2,258.6,79.2,1,119.7,0
Kolhapur District Maharashtra,11-07-2017,26.2,20.8,89.1,29.9,265.6,90.3,4.2,98.1,0
Kolhapur District Maharashtra,12-07-2017,26.9,20.9,89.4,27,263.4,81.1,5.4,74.9,0
Kolhapur District Maharashtra,13-07-2017,27.1,21.9,89.6,31,264.4,86.1,5.7,62.3,0
Kolhapur District Maharashtra,14-07-2017,25.8,22.2,91.3,36,261.6,84.3,16.7,56.8,0
Kolhapur District Maharashtra,15-07-2017,26.1,21.8,90.7,36.4,259.5,77.5,18.6,56.8,0
Kolhapur District Maharashtra,16-07-2017,27.9,21.2,87.5,37.8,260.7,63.5,18.9,64.1,0
Kolhapur District Maharashtra,17-07-2017,27.2,21.6,89.7,36.7,262.4,80.2,8.8,75.3,0
Kolhapur District Maharashtra,18-07-2017,24.6,22.3,94.8,34.2,257.4,93.5,22.4,81.2,0
Kolhapur District Maharashtra,19-07-2017,25,22.7,94.2,45,247.5,95.5,52,102.5,0
Kolhapur District Maharashtra,20-07-2017,24.9,22.1,94.3,41.4,244,94.2,67.7,153.7,1
Kolhapur District Maharashtra,21-07-2017,26,22.3,92.7,41.8,253.5,84.8,44.9,220.4,1
Kolhapur District Maharashtra,22-07-2017,27.4,21.6,89.8,36.7,253,70.5,29.3,261.1,2
Kolhapur District Maharashtra,23-07-2017,27.4,21.5,89.5,36.4,248.1,83.3,12.6,285,2
Kolhapur District Maharashtra,24-07-2017,26.5,21.8,89.9,36.7,254.6,80.7,11.2,291.9,2
Kolhapur District Maharashtra,25-07-2017,28.1,21.6,89.3,33.8,260.9,67.3,10.5,286.4,2
Kolhapur District Maharashtra,26-07-2017,26.9,21.3,89.6,33.1,259.7,62.2,5.6,278.3,2
Kolhapur District Maharashtra,27-07-2017,26.9,21.1,89.5,33.1,258.9,86.2,3.7,265,2
Kolhapur District Maharashtra,28-07-2017,26.9,22,89.4,33.5,258.2,83.3,4.4,259.9,2
Kolhapur District Maharashtra,29-07-2017,28.1,20.7,88.7,27.4,258.6,73.6,10.7,241.9,1
Kolhapur District Maharashtra,30-07-2017,28.9,21.3,88.9,26.3,266.4,71,4.6,200.6,1
Kolhapur District Maharashtra,31-07-2017,27.6,20.9,90.1,28.1,268.3,67.7,3.6,137.5,1
Kolhapur District Maharashtra,01-08-2017,27.9,20.9,89.8,24.5,258.3,82.1,3.1,96.2,0
Kolhapur District Maharashtra,02-08-2017,27.7,21.1,88.3,29.5,254.1,77,1.8,70,0
Kolhapur District Maharashtra,03-08-2017,27.3,21.6,88.7,33.1,257.2,65.9,3.4,59.2,0
Kolhapur District Maharashtra,04-08-2017,27.4,21.7,89.1,33.5,267.1,80.5,6.9,51.4,0
Kolhapur District Maharashtra,05-08-2017,27.1,21.8,89.9,32.4,267.3,82.8,4.3,47.8,0
Kolhapur District Maharashtra,06-08-2017,28.1,21.6,88.8,25.2,271.6,73.5,2.9,46.5,0
Kolhapur District Maharashtra,07-08-2017,28.1,21,88.6,25.6,272.1,73.9,1.7,45.7,0
Kolhapur District Maharashtra,08-08-2017,29.1,21.4,88.9,22.7,270.6,84.6,2,43,0
Kolhapur District Maharashtra,09-08-2017,28.1,21.6,89.2,24.5,271.3,82.1,1.5,34.3,0
Kolhapur District Maharashtra,10-08-2017,27,21.4,88.9,22,276.8,86,2.1,31.2,0
Kolhapur District Maharashtra,11-08-2017,27.7,20.8,88.7,23.8,271.6,81.7,1,29.7,0
Kolhapur District Maharashtra,12-08-2017,28.9,21.2,88.5,20.9,277.9,84.7,1.1,27.6,0
Kolhapur District Maharashtra,13-08-2017,28.9,20.4,88.9,17.6,269.6,87.9,0.9,26.9,0
Kolhapur District Maharashtra,14-08-2017,30.1,19.7,87.5,17.3,270,80.1,0.4,24.4,0
Kolhapur District Maharashtra,15-08-2017,27.4,20.5,88.4,16.2,285.1,84.4,0.7,17.9,0
Kolhapur District Maharashtra,16-08-2017,31.1,20.4,89.5,20.5,280.1,76.1,1.4,14.3,0
Kolhapur District Maharashtra,17-08-2017,28.9,21.2,88.6,19.4,286.1,78.8,1.3,12.8,0
Kolhapur District Maharashtra,18-08-2017,26.2,21.2,91.8,21.6,285.9,88.1,1.6,12.4,0
Kolhapur District Maharashtra,19-08-2017,26.1,21.3,92.3,27.7,283.7,95.2,0.7,12,0
Kolhapur District Maharashtra,20-08-2017,24.8,20.3,90.9,31.3,276.8,94.3,2.7,11.2,0
Kolhapur District Maharashtra,21-08-2017,28.1,19.1,88,26.3,263.1,93.4,3.5,11.8,0
Kolhapur District Maharashtra,22-08-2017,28.4,20.7,88.6,26.6,249.3,71.3,5.7,14.3,0
Kolhapur District Maharashtra,23-08-2017,28.4,21.5,90.2,25.6,274.4,63.8,2.5,18.9,0
Kolhapur District Maharashtra,24-08-2017,27.8,21.2,90.3,27.7,285.3,80.6,3.5,20.5,0
Kolhapur District Maharashtra,25-08-2017,26.2,22.1,91.7,28.4,279,75.9,6,23.6,0
Kolhapur District Maharashtra,26-08-2017,27.4,21.8,91.6,31,278.8,84.5,9.1,28.9,0
Kolhapur District Maharashtra,27-08-2017,27.1,22.1,92.3,33.8,274.9,92.7,5,36.6,0
Kolhapur District Maharashtra,28-08-2017,25.7,22.5,93.6,29.5,269.6,92.4,10.4,40.3,0
Kolhapur District Maharashtra,29-08-2017,24.4,21.4,93.2,27.7,263.5,94.1,10.4,49.1,0
Kolhapur District Maharashtra,30-08-2017,26.8,21.8,90.8,31.3,244.7,74.6,30.1,58.8,0
Kolhapur District Maharashtra,31-08-2017,28.1,21.3,89.7,28.4,245.4,65.3,13.9,86.2,0
Kolhapur District Maharashtra,01-09-2017,28.1,20.3,90.1,20.2,258.6,80.5,3,96.6,0
Kolhapur District Maharashtra,02-09-2017,27.9,20.2,91.7,20.9,254.8,79.6,0.6,93.9,0
Kolhapur District Maharashtra,03-09-2017,30.1,20.6,90.5,18.4,269.9,60.1,3.3,92,0
Kolhapur District Maharashtra,04-09-2017,28.8,20.4,88.2,15.1,298.3,57.1,0.5,91.8,0
Kolhapur District Maharashtra,05-09-2017,29.9,21.3,88.3,15.8,312.3,72.9,0.2,86.3,0
Kolhapur District Maharashtra,06-09-2017,29.1,20.8,86.7,12.6,309,83.4,0,77.4,0
Kolhapur District Maharashtra,07-09-2017,29.7,21.5,90.3,9.7,296.7,81.9,0.9,72.4,0
Kolhapur District Maharashtra,08-09-2017,30.1,21.2,88.3,14.4,286,79.1,18,62.9,0
Kolhapur District Maharashtra,09-09-2017,32.4,21.4,89.1,15.8,274.5,81.2,0.7,70.5,0
Kolhapur District Maharashtra,10-09-2017,31.4,21.4,84.8,9,59.6,77.7,4.9,41.1,0
Kolhapur District Maharashtra,11-09-2017,31.1,21,85.7,20.5,99.4,71.8,15.1,32.1,0
Kolhapur District Maharashtra,12-09-2017,32.4,22.4,84.7,17.6,112.5,75.2,2.6,44.2,0
Kolhapur District Maharashtra,13-09-2017,31.9,21.1,87,10.8,165.9,72.3,13.5,46.2,0
Kolhapur District Maharashtra,14-09-2017,29.4,22.5,91.4,11.5,268,88.5,32.7,56.4,0
Kolhapur District Maharashtra,15-09-2017,29.2,21.7,90.1,14,264.9,81,3.4,88.6,0
Kolhapur District Maharashtra,16-09-2017,29.4,20.5,89.5,18.4,257.8,73,8.1,91.8,0
Kolhapur District Maharashtra,17-09-2017,28.1,19.9,90.7,29.2,237.5,82.1,4.8,99.9,0
Kolhapur District Maharashtra,18-09-2017,24.5,20.5,93.5,35.6,225.8,91,6.8,103.8,0
Kolhapur District Maharashtra,19-09-2017,24.7,22.1,94.2,38.2,246.4,86.5,23.5,92.6,0
Kolhapur District Maharashtra,20-09-2017,25,21.7,94.4,32,254.8,88.9,32.6,115.4,0
Kolhapur District Maharashtra,21-09-2017,25.5,20.4,92,24.8,265.6,88.4,8.1,143.1,1
Kolhapur District Maharashtra,22-09-2017,26.7,20.1,89.6,21.2,266.1,79.9,2.9,136.1,1
Kolhapur District Maharashtra,23-09-2017,28.9,19.6,88.5,14,272.8,59.8,0.7,136.4,1
Kolhapur District Maharashtra,24-09-2017,28.7,21.3,93,15.5,273.4,89.6,1.3,123.6,1
Kolhapur District Maharashtra,25-09-2017,29.9,21.3,89.8,8.6,316.5,74.4,24.2,92.2,0
Kolhapur District Maharashtra,26-09-2017,30.2,20.9,88.3,7.9,336.3,81.6,5.5,113,0
Kolhapur District Maharashtra,27-09-2017,28.7,21.1,88.2,7.6,318.1,69.6,12,110.4,0
Kolhapur District Maharashtra,28-09-2017,30.1,21.3,88.5,10.1,318.2,68.1,10.7,117.6,0
Kolhapur District Maharashtra,29-09-2017,29.1,21.5,90.9,12.2,330.5,62.6,28.1,121.5,1
Kolhapur District Maharashtra,30-09-2017,30.2,21.4,88.3,10.8,20,74,10.2,126.1,1
Kolhapur District Maharashtra,01-10-2017,31.9,21.6,88.8,9.7,322.8,85.9,5.6,103.7,0
Kolhapur District Maharashtra,02-10-2017,30.4,21.5,87.4,11.2,328.1,65.6,6.3,101.2,0
Kolhapur District Maharashtra,03-10-2017,30.1,21.4,87,7.2,359.2,71.6,15.4,104.6,0
Kolhapur District Maharashtra,04-10-2017,30.2,21.9,85.5,17.3,64.8,78.1,4.3,119.3,0
Kolhapur District Maharashtra,05-10-2017,32.7,20.2,77.6,10.4,11.5,71.5,1.9,122.3,1
Kolhapur District Maharashtra,06-10-2017,27.9,21.1,85.9,11.2,280,82.8,0,100,0
Kolhapur District Maharashtra,07-10-2017,29.7,21.8,90.2,10.8,109,88.5,16.1,94.5,0
Kolhapur District Maharashtra,08-10-2017,30.1,21.7,93.2,7.9,242.9,93.5,6,98.6,0
Kolhapur District Maharashtra,09-10-2017,30.1,21.2,91.2,14.8,212.2,74.1,5.7,93.9,0
Kolhapur District Maharashtra,10-10-2017,29.1,21.1,90.8,11.2,198.6,74.7,0.9,71.5,0
Kolhapur District Maharashtra,11-10-2017,27.9,20.7,88.6,11.5,212.4,48.1,1.4,62.2,0
Kolhapur District Maharashtra,12-10-2017,30.2,19.8,88.4,15.5,195.7,73.8,3.6,58,0
Kolhapur District Maharashtra,13-10-2017,29.7,20.1,88.6,9.7,216.7,75.3,2.8,55.3,0
Kolhapur District Maharashtra,14-10-2017,30.2,21.4,90.8,15.8,225.1,77.4,21.5,42.7,0
Kolhapur District Maharashtra,15-10-2017,30.4,21,92.7,11.9,222.6,82.9,15.3,59.9,0
Kolhapur District Maharashtra,16-10-2017,29.1,20.6,89.2,7.6,200.8,79,18.6,73.3,0
Kolhapur District Maharashtra,17-10-2017,30.4,20.7,84.6,7.2,266.5,88.1,1.3,91.9,0
Kolhapur District Maharashtra,18-10-2017,31.4,20.2,77.6,12.2,355.3,72.2,0.6,77.1,0
Kolhapur District Maharashtra,19-10-2017,31.4,16.6,70.7,9,351.7,47.8,0,71.7,0
Kolhapur District Maharashtra,20-10-2017,29.4,18.3,84.1,11.9,263.3,84.5,0,66,0
Kolhapur District Maharashtra,21-10-2017,28.9,18.8,87.7,10.8,235.9,64.9,0.1,65.1,0
Kolhapur District Maharashtra,22-10-2017,28.4,19.3,90.2,18.4,240.3,64.3,0,63.8,0
Kolhapur District Maharashtra,23-10-2017,30.4,19.8,88.9,8.6,245.3,67.5,0.4,60.2,0
Kolhapur District Maharashtra,24-10-2017,31.9,20.3,80.4,15.8,53.8,53.5,0.1,57.8,0
Kolhapur District Maharashtra,25-10-2017,30.9,19.8,78.9,15.5,73.4,61.2,0,36.4,0
Kolhapur District Maharashtra,26-10-2017,31.4,19.3,83.7,19.1,99.4,63.3,0,21.1,0
Kolhapur District Maharashtra,27-10-2017,29.9,18,80.6,12.2,86.3,82.8,0.8,2.5,0
Kolhapur District Maharashtra,28-10-2017,28.7,17.2,77.7,11.9,78.7,80.3,0,2,0
Kolhapur District Maharashtra,29-10-2017,28.9,17.7,81.5,16.2,79.8,76.4,0.2,1.4,0
Kolhapur District Maharashtra,30-10-2017,30.7,16.4,75.1,21.6,72.5,39.2,0,1.6,0
Kolhapur District Maharashtra,31-10-2017,30.4,15.6,75.3,22.7,81.5,54.8,0,1.6,0
Kolhapur District Maharashtra,01-06-2018,36.1,23.3,77.9,15.1,257.2,69.3,1.1,0,0
Kolhapur District Maharashtra,02-06-2018,34.1,23.2,83.2,10.8,262.1,82,4.4,1.1,0
Kolhapur District Maharashtra,03-06-2018,33.4,22.9,82,14,278.8,89.2,2.9,5.5,0
Kolhapur District Maharashtra,04-06-2018,35.1,22.3,83.3,13.7,267.9,77.4,3.9,7.3,0
Kolhapur District Maharashtra,05-06-2018,29.9,22.4,85.1,15.5,237.4,74,6.3,12.3,0
Kolhapur District Maharashtra,06-06-2018,30.4,22.3,88,16.2,242.1,83.4,8.9,18.6,0
Kolhapur District Maharashtra,07-06-2018,29.2,22.1,88.8,20.9,271.3,89,5.5,27.5,0
Kolhapur District Maharashtra,08-06-2018,28.4,22.2,92.5,24.5,267.7,92.6,4.1,33,0
Kolhapur District Maharashtra,09-06-2018,26.4,21.7,89.8,38.5,261.3,89.7,3.7,37.1,0
Kolhapur District Maharashtra,10-06-2018,26.8,21.7,93.1,34.9,256.1,83.6,22.8,40.8,0
Kolhapur District Maharashtra,11-06-2018,29.1,23.3,91.3,34.9,255.1,85,31.3,63.6,0
Kolhapur District Maharashtra,12-06-2018,30.2,23.4,88.5,36,254.5,65.5,2.9,93.8,0
Kolhapur District Maharashtra,13-06-2018,30.4,23.1,88,31.3,258.6,79,0.5,92.3,0
Kolhapur District Maharashtra,14-06-2018,30.2,23.1,87.8,27.4,259.9,89.4,0.3,89.9,0
Kolhapur District Maharashtra,15-06-2018,29.1,22.7,85.5,24.1,247,76,0.2,86.3,0
Kolhapur District Maharashtra,16-06-2018,31.1,22.3,85.5,25.2,244.9,88.4,0.7,80.2,0
Kolhapur District Maharashtra,17-06-2018,27.1,22.4,88.9,33.8,246.1,89.2,2.6,72,0
Kolhapur District Maharashtra,18-06-2018,27.6,22.8,89.2,36.7,241.6,74.6,6.9,69.1,0
Kolhapur District Maharashtra,19-06-2018,27.4,22.5,89.5,24.8,229.9,65.5,6.2,71.9,0
Kolhapur District Maharashtra,20-06-2018,30.9,22.6,89.3,25.2,264.2,82.2,2.4,74.4,0
Kolhapur District Maharashtra,21-06-2018,26,21.6,90.5,29.5,290.6,91.2,4.2,54,0
Kolhapur District Maharashtra,22-06-2018,29.2,20.8,89.9,27.4,277.3,73.9,1.6,26.9,0
Kolhapur District Maharashtra,23-06-2018,27.1,21.7,90,24.5,274.9,83.6,1.4,25.6,0
Kolhapur District Maharashtra,24-06-2018,26.5,20.7,88.9,27,253.4,77.8,6.3,26.5,0
Kolhapur District Maharashtra,25-06-2018,26.3,21.3,92.6,34.6,249.3,78.4,11.2,32.5,0
Kolhapur District Maharashtra,26-06-2018,26,22.9,92.8,33.5,250.2,83.9,39,43.5,0
Kolhapur District Maharashtra,27-06-2018,26.3,22.6,91.8,33.5,250.4,87.6,24.6,81.8,0
Kolhapur District Maharashtra,28-06-2018,26.7,22.9,92.9,29.2,246.9,90.1,10.1,103.8,0
Kolhapur District Maharashtra,29-06-2018,26.9,22.6,91.2,23.4,236.9,77.3,17.8,107,0
Kolhapur District Maharashtra,30-06-2018,26.1,20.6,89.3,22,230.2,76.5,4.2,118.6,0
Kolhapur District Maharashtra,01-07-2018,29.9,20.1,88.6,23,216,69.3,4,120.4,1
Kolhapur District Maharashtra,02-07-2018,27.1,20.7,89,31,228.3,86.2,2.3,120.2,1
Kolhapur District Maharashtra,03-07-2018,26.2,21.1,91.6,31,243.7,77,4.7,120.9,1
Kolhapur District Maharashtra,04-07-2018,26.1,22.1,92.4,32.8,244.8,88.5,12.7,124.2,1
Kolhapur District Maharashtra,05-07-2018,25,22.1,93.8,30.2,251.9,88.2,17.3,130.6,1
Kolhapur District Maharashtra,06-07-2018,26.9,22.5,92.9,27.7,268.4,82.5,37.2,136.7,1
Kolhapur District Maharashtra,07-07-2018,26.4,22.4,92.1,27,279.3,89.9,13.7,134.9,1
Kolhapur District Maharashtra,08-07-2018,25.7,22,93.3,33.8,273.9,90.2,18.7,124,1
Kolhapur District Maharashtra,09-07-2018,26.9,21.8,92.4,31,260.9,95.7,26.1,132.6,1
Kolhapur District Maharashtra,10-07-2018,25.5,21.9,93.8,37.1,259.6,85.9,19.1,140.9,1
Kolhapur District Maharashtra,11-07-2018,26,21.8,92.4,34.6,258.8,70.2,31.3,155.8,1
Kolhapur District Maharashtra,12-07-2018,24.7,21.9,94.8,37.1,256.1,94.9,30.9,183.1,1
Kolhapur District Maharashtra,13-07-2018,24.9,22.2,94.6,36,254.5,90.6,54.5,211.7,1
Kolhapur District Maharashtra,14-07-2018,25.6,22.2,93.7,38.5,260.1,85,33.1,261.5,2
Kolhapur District Maharashtra,15-07-2018,25.3,21.9,93.9,44.3,257.4,82.4,34.2,281.9,2
Kolhapur District Maharashtra,16-07-2018,24.1,22.2,95.5,41.8,252.8,95,42.1,298.8,2
Kolhapur District Maharashtra,17-07-2018,25.3,21.8,94,42.5,256.6,83.4,69.9,303.7,2
Kolhapur District Maharashtra,18-07-2018,26,22,93,38.9,253.8,83.9,38.3,359.9,2
Kolhapur District Maharashtra,19-07-2018,25.5,21.6,93.7,38.2,257.8,84.4,14.7,379.5,2
Kolhapur District Maharashtra,20-07-2018,24.8,22.1,94.5,37.8,253,85.9,19,368.1,2
Kolhapur District Maharashtra,21-07-2018,25.4,21.8,92.9,38.2,256.6,90.9,16.5,368,2
Kolhapur District Maharashtra,22-07-2018,25.1,21.7,92.3,37.1,262.5,90.1,19,353.2,2
Kolhapur District Maharashtra,23-07-2018,25.7,21.3,92.6,32,262.2,94.5,12.5,341.3,2
Kolhapur District Maharashtra,24-07-2018,25.7,21.3,92.3,36.4,257.7,72.4,11.4,299.3,2
Kolhapur District Maharashtra,25-07-2018,26.5,21.4,91.2,34.2,256.8,76.4,10.3,277.6,2
Kolhapur District Maharashtra,26-07-2018,24.9,21.5,93.2,33.5,252,95.5,7.9,253.7,2
Kolhapur District Maharashtra,27-07-2018,26,21.3,91.9,35.3,251,77.6,7.2,219.5,1
Kolhapur District Maharashtra,28-07-2018,26.2,21.2,92,32.4,253.8,77.3,7.9,156.8,1
Kolhapur District Maharashtra,29-07-2018,27.1,21.4,89.8,29.9,260.3,71.7,4.1,126.4,1
Kolhapur District Maharashtra,30-07-2018,26.2,21.2,90.7,27,251.6,82.7,1.6,115.8,0
Kolhapur District Maharashtra,31-07-2018,26.2,21.4,91.4,32,253.5,77.9,2.6,98.4,0
Kolhapur District Maharashtra,01-08-2018,26.2,21.3,90.7,33.8,254.4,70.1,3.7,84.5,0
Kolhapur District Maharashtra,02-08-2018,27.4,21.2,90,31,259.7,78.1,5,69.2,0
Kolhapur District Maharashtra,03-08-2018,26.4,21.2,90.8,31,263.8,67.1,3.5,61.7,0
Kolhapur District Maharashtra,04-08-2018,26.4,21,91.9,28.4,263.4,77.5,6.9,53.8,0
Kolhapur District Maharashtra,05-08-2018,25.9,21,90.7,36.7,261.8,64.3,20.1,50.4,0
Kolhapur District Maharashtra,06-08-2018,25.3,20.9,91.1,36.7,261.3,68.6,9.2,62.6,0
Kolhapur District Maharashtra,07-08-2018,26.9,20.7,90.2,37.4,257.6,74.6,7.7,64.6,0
Kolhapur District Maharashtra,08-08-2018,25.1,21.5,92.9,33.8,260.6,90.4,6.9,64.4,0
Kolhapur District Maharashtra,09-08-2018,26.2,21.1,90,35.3,259.5,64.8,11.8,67.2,0
Kolhapur District Maharashtra,10-08-2018,26.2,20.9,90.5,33.5,269,71.3,5.2,77.4,0
Kolhapur District Maharashtra,11-08-2018,26,21,91.9,38.5,268.6,79.5,6.3,80,0
Kolhapur District Maharashtra,12-08-2018,25.5,21.6,92.9,39.6,259.9,92.2,16.9,82.6,0
Kolhapur District Maharashtra,13-08-2018,23.9,21.8,93.5,39.2,248.4,91.2,25,94.5,0
Kolhapur District Maharashtra,14-08-2018,26,21.9,92,40.3,265.8,77.4,27.9,116,0
Kolhapur District Maharashtra,15-08-2018,25.3,21.6,93.6,34.9,272,92.7,12.8,137,1
Kolhapur District Maharashtra,16-08-2018,23.1,21,94.7,36.4,267.2,96.5,14.4,129.7,1
Kolhapur District Maharashtra,17-08-2018,25.7,21.1,90.8,41.8,266.5,90.3,15.4,134.9,1
Kolhapur District Maharashtra,18-08-2018,25.9,21.1,91.6,36.7,262.5,67.8,20,142.6,1
Kolhapur District Maharashtra,19-08-2018,26.2,21,91.9,36.4,269.5,70.7,18.3,155.7,1
Kolhapur District Maharashtra,20-08-2018,25.5,20.9,92.4,32.8,267.8,90.1,14.2,162.2,1
Kolhapur District Maharashtra,21-08-2018,24.6,21.3,93.9,33.1,258.8,92.4,15.1,171.2,1
Kolhapur District Maharashtra,22-08-2018,26.3,20.7,91.9,34.9,259.7,79.4,25.2,180,1
Kolhapur District Maharashtra,23-08-2018,25.1,20.5,92.3,29.5,264.5,84.5,12.6,188.3,1
Kolhapur District Maharashtra,24-08-2018,26.4,20.4,91.2,27,268,72.4,6.9,175.9,1
Kolhapur District Maharashtra,25-08-2018,25.4,20.7,92.3,25.9,265.4,86.9,4.1,154.9,1
Kolhapur District Maharashtra,26-08-2018,26.7,20.3,90.4,27.7,262,73.8,5.4,146.2,1
Kolhapur District Maharashtra,27-08-2018,25.8,20.9,92.7,31.3,268.4,69.1,9.5,137.2,1
Kolhapur District Maharashtra,28-08-2018,25.9,20.7,92.3,31,266.8,93.4,22.1,131.3,1
Kolhapur District Maharashtra,29-08-2018,26.5,20.8,92.1,28.4,266.4,64.1,10,133.4,1
Kolhapur District Maharashtra,30-08-2018,26.8,21.2,91,29.2,272.5,74.7,9,125.1,1
Kolhapur District Maharashtra,31-08-2018,26.9,20.2,89.6,26.6,276.9,68.6,5,119.9,0
Kolhapur District Maharashtra,01-09-2018,26.9,20.5,91,22.3,271.4,77.2,4,109.8,0
Kolhapur District Maharashtra,02-09-2018,27.1,20.2,88.7,27.4,265.6,72.9,3.4,88.6,0
Kolhapur District Maharashtra,03-09-2018,26.9,19.7,90.2,26.3,268,60.1,1.4,79.4,0
Kolhapur District Maharashtra,04-09-2018,27.4,19.4,90.5,24.5,272.8,71.8,2.6,73.9,0
Kolhapur District Maharashtra,05-09-2018,27.7,19.4,89.1,26.6,275.4,71.8,2.6,72.4,0
Kolhapur District Maharashtra,06-09-2018,27.4,19.8,88.7,27.7,275.5,79.7,1.6,69.6,0
Kolhapur District Maharashtra,07-09-2018,26.1,20.2,90.4,26.3,267.4,79.1,1.9,61.7,0
